no.peserta,tahun,jenis.kelamin,kode.asal,kode.pendidikan,pendidikan,skd.twk,skd.tiu,skd.tkp,skd.total,skd.hasil,kode.prodi,nama.prodi,kode.formasi,lokasi.formasi,
S2440160111204524,2024,L,12,3001000,SMA,60,95,189,344,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121210987,2024,P,12,3001000,SMA,85,75,184,344,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121215892,2024,P,12,3002000,MA,55,110,179,344,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121206573,2024,P,12,3002000,MA,50,100,193,343,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121206045,2024,P,12,3002000,MA,80,70,192,342,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121211016,2024,P,12,3001000,SMA,60,95,187,342,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121209800,2024,P,12,3002000,MA,45,100,195,340,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121211081,2024,P,12,3001000,SMA,85,75,179,339,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121214503,2024,P,12,3001000,SMA,85,60,192,337,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121214473,2024,P,12,3001000,SMA,75,75,187,337,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121219166,2024,P,12,3001000,SMA,75,75,187,337,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121208434,2024,P,12,3001000,SMA,45,115,176,336,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121218516,2024,P,12,3001000,SMA,60,110,166,336,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160113104183,2024,L,31,3001000,SMA,80,75,180,335,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111202247,2024,L,12,3001000,SMA,45,115,175,335,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111214392,2024,L,12,3001000,SMA,50,95,187,332,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121206865,2024,P,12,3001000,SMA,40,115,177,332,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121205161,2024,P,12,3001000,SMA,95,70,167,332,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121209521,2024,P,12,3002000,MA,85,65,181,331,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121216693,2024,P,12,3001000,SMA,80,75,176,331,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121219447,2024,P,12,3001000,SMA,50,110,170,330,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121213887,2024,P,12,3001000,SMA,100,60,170,330,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121203556,2024,P,12,3001000,SMA,55,80,194,329,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121210822,2024,P,12,3001000,SMA,55,90,184,329,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111214206,2024,L,12,3001000,SMA,55,80,193,328,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121217230,2024,P,12,3002000,MA,50,80,197,327,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121202201,2024,P,12,3002000,MA,60,95,172,327,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121206063,2024,P,12,3001000,SMA,70,65,191,326,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121200861,2024,P,12,3001000,SMA,55,100,170,325,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111206559,2024,L,12,3001000,SMA,50,85,189,324,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121211045,2024,P,12,3001000,SMA,55,90,179,324,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121202757,2024,P,12,3001000,SMA,50,110,163,323,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121217641,2024,P,12,3002000,MA,60,85,177,322,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111208038,2024,L,12,3001000,SMA,65,75,181,321,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121219939,2024,P,12,3001000,SMA,45,95,180,320,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111212451,2024,L,12,3001000,SMA,55,70,194,319,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121217605,2024,P,12,3001000,SMA,65,65,188,318,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121220155,2024,P,12,3001000,SMA,70,65,182,317,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121200324,2024,P,12,3001000,SMA,85,65,167,317,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111219465,2024,L,12,3001000,SMA,60,100,156,316,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121207710,2024,P,12,3001000,SMA,60,80,175,315,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121202096,2024,P,12,3001000,SMA,55,105,155,315,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121218147,2024,P,12,3001000,SMA,65,65,184,314,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121207068,2024,P,12,3001000,SMA,65,70,179,314,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121214105,2024,P,12,3001000,SMA,45,95,174,314,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121200843,2024,P,12,3001000,SMA,35,85,192,312,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111207758,2024,L,12,3001000,SMA,65,60,186,311,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121212460,2024,P,12,3002000,MA,55,85,171,311,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121210756,2024,P,12,3001000,SMA,65,75,171,311,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121219915,2024,P,12,3002000,MA,65,70,175,310,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111219267,2024,L,12,3001000,SMA,70,60,179,309,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121212239,2024,P,12,3001000,SMA,55,80,173,308,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204489,2024,P,12,3001000,SMA,80,70,158,308,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121201642,2024,P,12,3001000,SMA,60,50,197,307,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111220247,2024,L,12,3001000,SMA,60,65,182,307,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121201718,2024,P,12,3001000,SMA,40,80,185,305,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121210321,2024,P,12,3001000,SMA,65,55,185,305,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111202580,2024,L,12,3001000,SMA,55,80,169,304,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111216655,2024,L,12,3001000,SMA,75,60,169,304,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121210624,2024,P,12,3001000,SMA,75,90,139,304,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121209330,2024,P,12,3001000,SMA,55,65,183,303,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121209752,2024,P,12,3001000,SMA,70,75,158,303,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111211188,2024,L,12,3002000,MA,80,65,157,302,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121216185,2024,P,12,3001000,SMA,70,55,176,301,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121212280,2024,P,12,3001000,SMA,50,80,171,301,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121202155,2024,P,12,3001000,SMA,50,75,175,300,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121203433,2024,P,12,3001000,SMA,60,70,170,300,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121200663,2024,P,12,3001000,SMA,50,90,159,299,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204139,2024,P,12,3002000,MA,45,80,172,297,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121210941,2024,P,12,3002000,MA,60,60,176,296,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121210480,2024,P,12,3001000,SMA,60,70,166,296,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204636,2024,P,12,3001000,SMA,45,80,170,295,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121200036,2024,P,12,3002000,MA,40,70,183,293,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121206137,2024,P,12,3002000,MA,50,60,183,293,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121206762,2024,P,12,3001000,SMA,85,30,178,293,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204542,2024,P,12,3001000,SMA,50,80,163,293,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204191,2024,P,12,3002000,MA,60,55,177,292,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121219195,2024,P,12,3001000,SMA,40,75,176,291,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121202454,2024,P,12,3001000,SMA,65,50,176,291,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111214817,2024,L,12,3001000,SMA,60,110,120,290,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121214855,2024,P,12,3002000,MA,60,40,187,287,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121215584,2024,P,12,3001000,SMA,60,70,157,287,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121207097,2024,P,12,3001000,SMA,50,60,173,283,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121202643,2024,P,12,3001000,SMA,60,55,168,283,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121202823,2024,P,12,3001000,SMA,60,55,167,282,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204278,2024,P,12,3001000,SMA,55,60,166,281,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121217506,2024,P,12,3001000,SMA,55,105,119,279,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121213913,2024,P,12,3001000,SMA,50,55,171,276,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121218677,2024,P,12,3001000,SMA,45,65,166,276,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204803,2024,P,12,3001000,SMA,35,55,184,274,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204698,2024,P,12,3001000,SMA,55,55,163,273,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121209947,2024,P,12,3001000,SMA,40,60,172,272,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121206027,2024,P,12,3001000,SMA,45,70,157,272,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121200098,2024,P,12,3001000,SMA,50,40,181,271,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121203286,2024,P,12,3002000,MA,50,70,150,270,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111206331,2024,L,12,3001000,SMA,50,60,159,269,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111220229,2024,L,12,3001000,SMA,40,55,173,268,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111200852,2024,L,12,3001000,SMA,35,50,180,265,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111209534,2024,L,12,3001000,SMA,30,105,130,265,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111202058,2024,L,12,3001000,SMA,45,50,167,262,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121200120,2024,P,12,3002000,MA,40,50,170,260,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121215830,2024,P,12,3001000,SMA,55,35,170,260,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121204782,2024,P,12,3001000,SMA,50,55,152,257,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111217968,2024,L,12,3002000,MA,35,70,148,253,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121208236,2024,P,12,3001000,SMA,65,40,148,253,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111206957,2024,L,12,3002000,MA,40,60,149,249,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121215566,2024,P,12,3171110,SMK TIK,50,65,132,247,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111213409,2024,L,12,3002000,MA,55,50,140,245,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111203149,2024,L,12,3001000,SMA,40,20,180,240,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160126200453,2024,P,62,3001000,SMA,35,40,159,234,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121207233,2024,P,12,3001000,SMA,25,75,123,223,TL,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160121219759,2024,P,12,3001000,SMA,None,None,None,None,TH,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
S2440160111204029,2024,L,12,3001000,SMA,None,None,None,None,TH,4412070,D-III STATISTIKA,40160003,SUMATERA UTARA,
